ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
TER1527,0.57335,LLC1,4.704109589,Female,1900000000,5,41,1866444800,132941000,1,1,282419900,1,1908965800,613636300,467524300,256300,8318500,11207200,8965800,1866444800,132941000,1,1,282419900,1,1908965800,1,1,1,1,1,1,1866444824,132941001,1,1,282419991,1,1908965834,1,1,1,1,1,1,1866444824,132941001,1,1,282419991,1,1908965834,1,1,1,1,1,1,TER
TER1996,0.57335,LLC1,3.706849315,Male,15000000000,5,41,40929278200,34199397100,10196173100,400000000,71831880900,1,14956883800,1,1,13300,-43116100,-43116100,-43116100,1213107500,62709204100,40785993500,400000000,53450351400,30000000000,21660953800,1.98E+11,1.91E+11,592500,6894254700,6660953800,6660953800,18443940627,43815239000,33241674920,1,79201594822,1747462000,16078112555,78376363634,78195360621,379580,154899931,145201086,145201086,1932096725,36600842412,1,1,1869688430,20600000000,16063250707,33241674920,33241674920,2230,-14861848,-14861848,-14861848,TER
ACT2663,0.57335,SC,4.350684932,Male,3.11E+11,100,38,4726386200,17936023400,1,1,32000000,1,22631909700,1,1,17680300,-26392200,-26392200,-26392200,16938535600,71607632400,1,1,2720626500,13584350000,1.26E+11,1,1,35188100,-222542400,-222542400,-222542400,11554952120,8100944855,6478569300,1,5940605459,1.25E+11,1.22E+11,1,1,4692873,-3688266753,-3688266753,-3688266753,3236961342,45979763396,52275561748,2.40E+11,99548629487,1.73E+11,1.00E+11,2.58E+11,2.52E+11,899661054,-22150612915,-21328975392,-21328975392,ACT
ACT2079,0.57335,SC,4.347945205,Male,2.25E+11,20,68,967687300,2.25E+11,1,1,1051000000,1,2.25E+11,1,1,1377300,-55841500,-81641500,-81641500,20653672700,2.05E+11,1,1,1095040000,1,2.25E+11,1,1,13379900,-132992400,-160492400,-160492400,5168039711,1.82E+11,23541443696,1,1,1,2.15E+11,1,1,49003256,-1322270411,-1322270411,-1322270411,4956774683,1.82E+11,1,1,9895994119,1,2.13E+11,2067218,870210,1,-1156317792,-1156290792,-1156290792,ACT
ACT2241,0.57335,LLC1,4.17260274,Male,20000000000,5,47,1822647000,1,1,1,1,1,1824869000,1,1,1,-75130900,-75130900,-75130900,5022793400,1,1,1,776691400,4272360900,-26258800,5022793400,1,1,176772500,-26258800,-26258800,6615517482,5540167827,407197767,1,7696257964,1,4910508882,3899318182,3419211600,1,-201609823,-201043712,-201043712,7993084345,5986417827,396865948,380924366,9830812286,1,4966508048,3768621818,3097164524,1,127338692,56384716,56384716,ACT
TER0380,0.6204,LLC1,20.7890411,Male,6000000000,7,46,623688700,14978234500,1948190300,2908136400,13888629400,1,7079056800,37583130400,35695891100,1,26223800,38221900,29773500,1290205500,6409652500,5244026100,2908136400,11143636000,1,5135695100,26015803400,24730188100,1,-386903600,-369022800,-369022800,2555249895,1,5031194420,2908136450,5381373800,1,5410095041,25773251088,24378263259,1,259862725,274399907,274399907,85161464,1,1,2908136450,1,1,2995018733,5895554827,6885794420,1,-1455286391,-1415076308,-1415076308,TER
ACT1241,0.6204,SC,13.52054795,Male,1.06E+11,139,36,31328242000,3498290400,2406461300,1.60E+11,36282804300,57444594000,1.10E+11,46451004000,20241929700,325189300,3624474000,3672191000,3672191000,5406490800,3549225000,2204560000,1.50E+11,11070896900,51370071900,1.06E+11,51902313700,25104229600,289792700,2654942000,2781218300,2781218300,7560862233,4772918087,4352000103,1.42E+11,16015814263,45295549808,1.09E+11,56366395352,26964432322,479563243,3573091085,3569022446,2905031847,120511222,19850490286,4709175536,1.43E+11,28497935434,39221027670,1.09E+11,60436398560,29589772715,356410443,3697117831,3846593693,3434576276,ACT
ACT0521,0.6204,LLC2,17.32054795,Male,2100000000,12,46,1987126300,13671115500,18731162000,942774400,32754564600,1,3092116700,29798779600,26972231400,2387800,132411900,82234600,61721700,2345548600,24924493300,15359688900,732404000,40300453400,1,3201038300,66151303400,64094452400,1902500,224951900,136151900,108921500,4725987804,38213911780,16900967839,607264002,57519679428,1,3307012219,66179849266,64319358890,4456603,190785527,132467345,105973876,1514593241,37135719879,11346076185,480458547,46976827366,1,3816554202,73613426979,71742167261,4975448,224167608,152688617,122150894,ACT
ACT2677,0.6204,LLC1,17.20273973,Male,45743750000,30,25,10256893900,5093449000,8634118900,14442687500,7662672200,30129929300,3793610100,41758123400,35856660600,464742200,1479605200,1479605200,1257664400,2217994700,5326647100,7350161800,11970193900,5770878900,15832100000,8160043000,41066428500,33039739800,276992900,5148622100,5148622100,4366432900,2511571997,7892152849,14980149727,11287849230,31627762190,1,10190708832,49165007811,43285882959,130259860,2471864944,2471864944,2030665798,4894484132,6105661878,14746585058,12615911410,32739193736,1,-6628702989,55602776473,52106653381,177085493,-353244029,-353244029,-353244029,ACT
TER1282,0.6204,SC,14.87945205,Female,10907000000,18,23,370307400,1128999100,9877253000,2039082400,2256117600,1,11159524400,9803489600,8762530700,2411500,93874100,143874100,115099300,2795304700,814417100,7190999000,2272440800,1809133900,1,11264027800,10673409800,9600027000,1194100,130629200,130629200,104503400,3754819310,398146787,4239760210,2688660683,126426168,1,10954960822,6607998841,5688058106,443749,22016346,59951027,47960822,5743526979,482508242,2531184105,2265682283,24495644,1,10998405965,5814301599,4994414459,193300,54306429,54306429,43445143,TER
ACT0555,0.6204,LLC2,15.07123288,Male,70000000000,35,10,24044221100,39549511700,2.01E+11,75887489800,2.81E+11,1,61071684500,6.57E+11,6.16E+11,2461999200,3155050800,3059043100,2477969500,3737155900,84963561300,4.28E+11,66544514100,6.18E+11,1,82722758000,7.30E+11,6.99E+11,4878234800,2875344500,3179700700,2437557100,485114951,2.18E+11,3.22E+11,58974471453,5.17E+11,1,84739275058,8.37E+11,8.14E+11,7049009536,3687242658,4096745800,3123487356,4313099057,1.31E+11,3.63E+11,73862830862,4.89E+11,1,84010352698,9.48E+11,9.20E+11,6985745854,4865645182,3160351245,2394564996,ACT
ACT3027,0.6204,LLC2,14.45753425,Male,4800000000,4,41,2407243100,612631000,6000000,400000000,690210900,1,2736000000,4021818100,2830452900,1,877300000,877300000,693300000,1462278500,803068500,262510000,2310630000,38487100,1,4800000000,1300000000,1257274800,1,42725100,42725100,34180100,1456308880,782140495,1,2647902727,86352102,1,4800000000,2836363635,2766515046,1,69848589,69848589,55878871,1839240016,1650000000,1373924750,2387902727,2451067493,1,4800000000,7304041997,7201829677,1,102212320,102212320,81769856,ACT
ACT2664,0.6204,LLC1,14.16986301,Male,4800000000,22,68,31037200,10516600,136542700,12405883300,26280050100,349830000,-10718323200,1781035400,520127900,786200,747407500,409893800,211774400,50252700,1,1,11981058300,24960707300,349830000,-10122294900,1949820600,688648200,1919800,745039100,745039400,596028300,316023078,1,1,11578544187,24166737746,349830000,-9527126580,1853822670,721730125,1048562,743960497,743960497,595168398,179079402,1,1,11140486636,21888428727,349830000,-8058921857,2757456960,460472106,1343015,1943848223,1835255904,1468204723,ACT
ACT0458,0.6204,LLC2,12.23561644,Male,2000000000,4,71,100004200,21969600,12065432300,1,11433995500,1,1559439800,4352103700,3742423400,277900,180183400,159501600,159501600,73515600,252969600,11992726000,1,11424220200,1,1614281300,2408780000,1954014500,172000,54841400,54841400,54841400,81887050,688155600,12642849325,1,12313733220,1,1761843457,1840832000,1281724700,142393,215853321,215853321,215853321,83168636,957815450,12963466871,1,12813435721,1,1731275345,2004439864,1510662297,62223,6284577,6284577,6284577,ACT
TER0011,0.6204,LLC2,10.77808219,Male,1500000000,2,41,1562656100,17462600,1,1,83400,1,1580050800,1099085400,1030141500,3890900,15417100,15417100,12333600,1523877700,17462600,1,1,1,1,1541465500,1,1,212400,-38585200,-38585200,-38585200,1358144343,1,383290911,1,255805811,1,1502494272,1,1,35172,-38971285,-38971285,-38971285,1483907501,17462469,1,1,1,1,1501429671,525709800,499250421,73372,-1064601,-1064601,-1064601,TER
ACT0737,0.6204,LLC2,10.83835616,Male,2500000000,13,1,2005753600,3748486400,1,6594745500,14503900,1,20534182700,35539526000,32140029000,1744400,2839399900,2839399900,2697429900,9693703300,3000000000,247552100,5605878100,1,1,21633602100,3809536900,2166406600,521500,1167248600,1167248600,1108886100,10619452814,6704856104,1,4791205669,6856173,1,22174983244,3762171874,2709169295,219068,569874844,569874844,541381102,7823445029,3102702000,267756096,3787821985,1,1,15167838819,1991074431,2017872532,249642,-507144425,-507144425,-507144425,ACT
ACT0487,0.6204,LLC1,10.48767123,Female,1000000000,10,71,762075900,1369956500,1,654545400,572054200,503500000,1817425900,2569090100,1,306000,157713700,157713700,157713700,1652339600,176000900,1,545433000,18751700,389500000,2057045700,1,1,1,1,1,1,1707790634,20245000,1,545433055,67058690,275500000,2095176082,2018137724,1,57525,92839150,56698150,38130320,4027114342,1,1,545433055,1250346413,1161500000,2212429848,3639673348,1,55569,146567208,146567208,117253766,ACT
TER0416,0.6204,LLC2,10.04383562,Male,3000000000,5,46,4030423200,79000000,2883554100,1,3435886900,1,4054472000,43074393900,43517681400,2979900,-1277083700,490733600,382732000,2876156100,336656100,1572159900,1,1114059100,1,4277417400,29470116900,29114738400,2893900,-167145300,222945300,178356200,3641958288,1,1,1,1,1,4244597317,3635816416,3549277869,1202711,-42707063,-32820146,-32820146,3670073163,1,1,1,1,1,4271051418,4821017133,4773284402,242653,29454101,26454101,26454101,TER
ACT0153,0.6204,LLC2,9.953424658,Female,6000000000,34,46,15691386000,891605600,16177915900,1,5030866600,1,29028475800,1.33E+11,1.30E+11,252222200,-268072700,60927000,43508200,4162320700,36672456100,5035495700,1,17420178900,1,29086394600,1.85E+11,1.80E+11,671900,-686212500,74196700,57918800,3944868157,27350569973,3819463755,1,6732004104,1,29171682168,1.19E+11,1.14E+11,785060,-886100781,109619949,85287471,858930053,6578528044,10039277574,1,12406618239,1,6194435771,1.35E+11,1.27E+11,411800,-1160657605,51440624,28352499,ACT
TER0191,0.6204,LLC1,9.084931507,Male,1000000000,4,46,981410600,1,1,41672700,1,1,1023083300,6254480400,4385654200,1,14143500,14143500,11314800,1001203500,1,1,41672700,1,1,1042876200,5658644800,3934456200,1,25991000,25991000,20792800,992203449,1,1,41672727,1,1,1046869784,3511055200,2542235650,1,7491934,7491934,5993547,1030311204,1,1,1,1,1,1030311204,534077000,415642500,1,-18198225,-18198225,-18198225,TER
ACT0102,0.6204,LLC1,9.646575342,Male,1500000000,4,46,2192193900,1742667500,290549200,518420400,3180484500,1,1565052400,7902113100,7681474300,37000,30837300,30837300,24669800,2019543100,1557268000,1788054800,449297700,4399472000,1,1563624000,6230940000,6105357900,23100,-2961400,-1428400,-1428400,2019543111,1558268093,1788054872,449297739,4400472018,1,1563624033,8421526354,7986595261,32685,128151321,126506129,101204903,151441789,884236494,1780847013,311052291,1451398715,1,1751644105,8669329377,8382108138,28215,123830097,123830097,99064078,ACT
TER0384,0.6204,LLC1,9.334246575,Male,1200000000,4,46,28626900,3356963800,244401100,1,2765387700,1,1281642700,485647200,384784900,142900,4323000,4323000,3242300,16205200,3433943800,266289500,1,2948627600,1,1195451200,76980000,65383600,13200,-86191500,-86191500,-86191500,16205294,3433943862,266289508,1,2948627675,1,1195451215,1,1,1,1,1,1,16205294,3862500953,266289508,1,2949544540,1,1195451215,1,1,1,1,1,1,TER
ACT2735,0.6204,LLC1,9.093150685,Female,4000000000,400,15,2992720200,1125788800,131944800,412714600,313791900,1,4367792000,13833087700,13303182500,1,358088800,358088800,286471000,3328087400,1141516900,21506600,390734600,303872200,1,4577973400,11961035700,11502491300,1,262726600,262726600,210181300,4561090200,148300139,1,363883494,167826136,1,4908054218,4234791194,4154369039,1,37600970,37600970,30080776,12917675286,1,1,337032309,7638630230,1,5616077365,1534306518,693668363,1,693151149,693151149,554520919,ACT
TER1460,0.6204,LLC1,8.17260274,Male,500000000,4,18,451039800,1,1,1,1,1,465075900,888029500,1,109900,40930600,40930600,32744500,465138800,1,1,1,1,1,468300700,84779000,1,4200,4229100,4229100,3383300,423912359,52021200,1,1,3730320,1,472981423,263459000,1,13409,13313612,5850852,4680682,484122713,1,1,1,8795191,1,475480849,170596600,1,17699,3124283,3124283,2499426,TER
ACT2941,0.6204,LLC1,8.189041096,Male,10000000000,3,46,2053704200,792797800,1,1,4500000000,1,-1638821700,26190815800,25996449800,1,36481100,36969400,36969400,3494372300,820353000,1,1,5500000000,1,-1170598500,24492378000,23350000000,1,469165800,468223200,468223200,1376708599,513063,13409835600,1,14676110156,1,125110156,29388019400,28090164400,1,1294785000,1295708673,1295708673,488738343,513063,1,1,1,1,503414456,46046911100,45636606800,1,380304300,378304300,378304300,ACT
ACT0259,0.6204,LLC2,7.482191781,Male,5000000000,5,42,1514868500,1,435118900,1,802146600,1,1149721400,2504917500,2295651900,200800,41223500,41223500,32978800,2112011700,1,24710300,1,596062000,1,1564590600,4518280000,4040325300,388200,127657900,127657900,102126300,2754274824,251587697,8789336,1,1217560382,1,1798280566,3899025490,3318462100,158796,320539262,320539262,320539262,2680024695,1,77297948,1,1024438368,1,1732884275,3310332743,3171370301,267764,77457410,77457410,61965928,ACT
TER0197,0.6204,LLC1,6.915068493,Female,500000000,5,49,20395000,226424700,1,572851800,301086300,1,518585300,1099942800,1026466800,61900,9500900,9500900,7600700,92416600,232329700,1,2057896100,1000000000,1100000000,520956800,628766300,596419900,49600,3509500,2964400,2371500,110204487,676603705,1,1501031999,2286589200,1,148981708,1450222600,1429740200,31260,-94818572,-371975164,-371975164,53275262,722699205,1,457286944,1510800000,1,-258699941,1938646800,1600327780,71672,239360801,-407681649,-407681649,TER
ACT0256,0.6204,LLC1,7.106849315,Female,9000000000,10,49,1474873500,125028600,1042321600,735211900,431172900,508000000,2438262800,10609748600,1,1,83285000,83285000,66628000,75067700,1,1,1804922500,500000000,1,1429022200,13541487800,13487339000,1,-45851200,-45851200,-45851200,73734560,2083928000,1,3861211601,2331573000,2618248000,1607863506,11365546436,10865546436,1,17439787,17439787,13603034,52203037,2072579796,1,3674380772,5631623000,2786964163,1642514328,11934964797,11409914600,1,18313527,18313527,14650822,ACT
ACT2683,0.6204,LLC1,6.512328767,Male,1.06E+12,5766,13,3.67E+11,6.17E+11,1.30E+12,4.20E+12,2.98E+12,3.74E+12,5.68E+11,2.48E+12,2.38E+12,58084701300,-3.82E+11,-3.82E+11,-3.82E+11,89667804800,1.97E+12,1.64E+12,5.23E+12,1.73E+12,6.66E+12,1.23E+12,5.40E+12,4.36E+12,83529732500,6.59E+11,6.60E+11,6.60E+11,2.74E+11,2.97E+12,2.37E+12,5.37E+12,3.59E+12,5.43E+12,2.75E+12,9.42E+12,7.37E+12,10825523552,1.53E+12,1.53E+12,1.53E+12,7.47E+11,9.34E+11,3.34E+12,6.16E+12,4.62E+12,5.63E+12,3.11E+12,1.24E+13,9.62E+12,60627133576,1.95E+12,1.95E+12,1.95E+12,ACT
TER0204,0.6204,LLC2,5.676712329,Female,500000000,7,45,1,1,1,1,1,1,1,27410459600,26862171600,1,-340746200,70350500,54873400,190913400,1,3388775800,150000000,1,1,3978860400,23941375300,23669660900,1,-440419200,51505000,41204000,131330385,1,4869063741,130000000,1,1,5501782505,22712846549,22357504108,1,-301883797,31152538,24922030,500000000,1,1,1,1,1,500000000,6456162038,7272693622,1,-1279784917,-1057732313,-1057732313,TER
TER0183,0.6204,LLC1,5.684931507,Male,4500000000,4,46,4472284000,1,1,1,9053100,1,4500000000,354025400,1,1,57934100,57934100,46347200,4536588300,1,1,1,13859600,1,4522728700,587790800,1,1,65180000,65180000,52144000,4545614095,1,1,1,3830795,1,4541783300,360930903,1,1,23818229,23818229,19054583,4587725886,1,1,1,18945038,1,4568780848,230818182,1,1,33746935,33746935,26997548,TER
TER0811,0.6204,LLC2,5.221917808,Female,600000000,10,23,27650300,265196500,147654800,173333300,150000000,1,511924400,1,1,12700,12700,12700,10200,27650300,265196500,147654800,173333300,150000000,1,511924400,1,1,1,1,1,1,23618384,246050000,147654845,173333340,150000000,1,507859958,1,1,17995,-4064505,-4064505,-4064505,267483217,1,147654845,173333340,150000000,1,505724793,1,1,140335,-2167665,-2167665,-2167665,TER
ACT2693,0.6204,LLC1,6.243835616,Male,9.73E+11,3800,13,19609194800,11243865100,1,1,312296800,1,2.84E+11,1,1,418687700,-599988500,-599988500,-599988500,10260811400,54879591600,8486170300,11799392300,21663191400,1,7.20E+11,1,1,2141040500,-23503027700,-23391076800,-23391076800,17088667464,21729232840,49702157752,4.99E+11,42547323388,1,8.15E+11,1.53E+11,1.71E+11,949873836,-65257237251,-65237998517,-65237998517,26803061607,62449788167,69789525980,5.71E+11,1.02E+11,31896413064,8.59E+11,4.42E+11,4.03E+11,2439996139,-22653353365,-24098127435,-24098127435,ACT
ACT2662,0.6204,LLC2,6.156164384,Male,11190000000,78,22,1956692700,3818559300,120542800,1178004500,1543606800,1,5975102700,1188037500,2849731100,35088800,-2241538500,-2241231100,-2241231100,221731100,500264500,96397900,3545107100,4885584000,1,5525500,4082108100,9016002900,31290000,-5935354800,-5935354800,-5935354800,6608660934,2371604997,79605123,4098291290,3311946759,1,9924291959,22532054864,11991460094,37402505,9258477142,9259214066,9259214066,11227705835,2607350465,115482155,4524274644,2418057108,1,16068143013,20834433889,13512019692,190048077,5884287307,5884287307,5884287307,ACT
TER1984,0.6204,LLC2,4.547945205,Male,20000000000,2,68,19994817300,1,1,1,1,1,19994819300,1,1,818300,-2291600,-2291600,-2291600,19991697500,1,1,1,1,1,19991699500,1,1,12100,-3119800,-3119800,-3119800,19988584190,1,1,1,1,1,19988586190,1,1,40628,-3113372,-3113372,-3113372,19985419444,1,1,1,1,1,19985421444,1,1,16754,-3164746,-3164746,-3164746,TER
TER0081,0.6204,LLC1,4.468493151,Female,5000000000,5,46,3082706900,11021274000,1,1,9093270300,1,5010710500,77856274000,77828542500,1,13731500,13731500,10710500,2658302300,11463472800,1,1,9096829200,1,5024945900,8261994800,8132337500,1,17794200,17794200,14235400,5033447597,1,1,1,6964149,1,5026483448,29347302290,29242870900,42641,1921827,1921827,1537462,5006483448,1,1,1,1,1,5006483448,1,1,1,-20000000,-20000000,-20000000,TER
TER0174,0.6204,LLC1,3.704109589,Female,1500000000,5,46,483647200,1,1,1,1,1,487956100,27850000,22417600,1100,-12043800,-12043800,-12043800,410139800,77112000,1,1,132904000,1,374379300,774672400,707664500,313000,-113576800,-113576800,-113576800,480598160,1,1,1,132904000,1,369305408,76692120,63940000,123147,-5073927,-5073927,-5073927,344563564,1,1,1,1,1,366174812,1,1,5292,-3130596,-3130596,-3130596,TER
ACT0173,0.6204,LLC1,4.463013699,Male,1500000000,4,38,493837500,1,1,1,1,1,494226300,52030000,1,1,-5773600,-5773600,-5773600,493460000,1,1,1,1940500,1,491519500,110100000,97806700,1,-2706700,-2706700,-2706700,494378088,1,1,1,381054,1,495036415,70150000,1,1,1905271,1905271,1524217,488032853,1,1,1,1,1,488787325,33350000,30500000,1,-5150000,-5150000,-5150000,ACT
TER0422,0.6204,LLC2,3.421917808,Male,2000000000,10,80,1998500000,1,1,1,1,1,1998500000,1,1,1,-1500000,-1500000,-1500000,1999200000,1,1,1,1000000,1,1998200000,30000000,1,1,-300000,-300000,-300000,1999000000,1,1,1,160000,1,1998840000,70000000,1,1,800000,800000,800000,1996840000,1,1,1,1,1,1996840000,1,1,1,-2000000,-2000000,-2000000,TER
TER2185,0.6204,LLC1,3.879452055,Female,1800000000,9,56,10044800,1,1,1,1,120000000,-34023800,1,1,200,-35023800,-35023800,-35023800,9061100,1,111083500,1528431100,1118629200,490000000,238098600,119612500,45697400,12800,-422244400,-422244400,-422244400,185721689,1,96134397,1,218309855,1,260398134,71334462,149078386,21217,-187924608,-1082333497,-1082333497,81206749,1,73893021,1,218390933,1,153987900,66776922,169946737,4578,-106410237,-106410234,-106410234,TER
TER0344,0.6204,LLC1,4.032876712,Female,2000000000,10,16,1991250000,1,1,1,1,1,1991250000,1,1,1,-8750000,-8750000,-8750000,1659497100,150233000,23789000,246974600,65030500,1,2015463300,1064289700,971060900,199600,30266600,30266600,24213300,1746778253,150233057,23789083,1,65484739,1,2102290285,220000000,1,123267,108533695,108533695,86826956,1685578253,232736057,3666329,1,46515188,1,2122440082,77710000,20122754,1,25187246,25187246,20149797,TER
ACT0209,0.633725,LLC1,22.02739726,Male,1900000000,10,47,1988928200,1233248400,1075310400,886765300,3415887900,1,1778364500,26631650300,25079368600,11467300,71980800,-19774300,-19774300,918315700,1009465500,499995300,1186465400,2157885600,1,1473234700,24958534400,23127531700,1087500,412611000,410533500,328426800,612742771,3360389756,1860231315,1754574373,5580927425,1,2054207323,37612311860,34881227955,353200,727510464,724126762,724126762,463972636,4035277620,1673237344,1967561795,5949240753,1,2268875158,28970552215,27061411956,258296,282260643,268334794,214667835,ACT
TER1273,0.633725,SC,14.09863014,Male,3200000000,0,42,926774000,2551624900,1426460200,261061500,4229017400,1,1319625400,1063809000,1090202600,59800,-389029100,-341574600,-341574600,1133168600,3200970900,555210000,1,4164816700,1,1117897800,1064668500,937744400,1,-89461300,-201727500,-201727500,894315560,698150969,1,1,18219133,1,1843976258,818436365,101937273,18401,635169304,726078394,726078394,1433801179,255970369,1,1,11400952,1,1925198680,105726727,82900778,1,-27749237,81222422,81222422,TER
